CHILDID,X4PRNCON,X4PRNSOC,X4PRNSAD,X4PRNIMP,X4TCHCON,X4TCHPER,X4TCHEXT,X4TCHINT
10005044,3,3.67,1.25,1.5,3.5,3,1.17,1.5
10005045, , , , ,3,3,1.5,1.25
10005046, , , , ,2,2.8,3.5,2.25
10005047,3,3,1,2.5,3.75,3.6,1,1
10005048,3.2,3.33,2,2,3.75,3.6,1.17,1.25
10005049,3.4,4,1.75,2,3,2.8,1.33,2
10005050, , , , , , , , 
10005051, , , , ,2,1.8,3,1.5
10005052,2.4,3.67,2,3,3.75,4,1.17,1
10005053,3.4,2.67,1.75,2.5,2.25,2,2.67,2.5
10005054,3.4,3,1.33,1,3.67,3.6,1,1
10005055, , , , ,3.33,2.6,1.83,3
10005056,3,3.67,1.25,1,3.5,3.8,1.33,1.25
10005057,3.2,3,1.5,1,3,4,2.17,2
10005058,3.4,4,1.5,2,3.5,3.4,1.67,2.25
10005059,4,3.67,1.25,2,3.75,3.8,1.5,1.5
10005060,3,3.67,1.5,2.5,4,3.6,1.33,1.25
10005061, , , , ,3.5,3.8,1.83,1.25
10005062,3,4,1.25,2,4,4,1.33,1.25
10005063, , , , ,4,4,1.5,1
10005064,3.2,3,1.25,2,4,4,1.17,1
10005065,2.8,3.67,1.5,3, , , , 
10005066, , , , , , , , 
10005067,2,3,2,1,3,2.4,1.17,1.75
10005068, , , , ,3.5,3.8,1.17,1.75
10005069, , , , , , , , 
10005070, , , , , , , , 
10005071, , , , , , , , 
10005072,3.2,3.67,1,2.5,1.5,2,3.83,3.75
10005073,3.2,4,1.25,1,3.75,4,1.83,1.25
10005074, , , , , , , , 
10005075,2.8,3.33,1.5,2,4,4,1.17,1.25
10005076,2.6,2.67,1.25,1.5,3.25,3.8,1.33,1.75
10005077,3.6,2,1.25,3,3.25,2.6,1.17,2
10005078, , , , ,3.25,3.2,1.5,1.5
10005079,3,4,1,1.5, , , , 
10005080,3,3.67,1,1.5,3.25,3,1.67,1
10005081, , , , , , , , 
10005082,3,4,1.5,1,3.75,4,1,1
10005083,3.4,4,1,1.5,4,4,1.67,1.25
10005084, , , , ,3.25,3.2,1.5,1
10005085,3.6,4,1,2,3.75,3.5,1.5,1
10005086,2.2,2.67,1.75,3,3,2,1.5,1.25
10005087, , , , , , , , 
10005088,3.2,4,2.25,1.5,3.75,3.2,2,1.25
10005089,4,4,1,2.5,3.25,3.2,1.33,2
10005090,3.2,3.33,1,1,3.67, ,1.17,2
10005091, , , , ,2.5,3,2.33,1.25
10005092,2.8,4,1.5,2, , , , 
10005093,3.6,3,1,1,2.5,2.8,1.83,1.5
10005094,3.2,3.67,1.25,1,3,2.8,2,3.25
10005095,3.4,2,1.25,1, ,3.4,1.17,1.25
10005096, , , , , , , , 
10005097,3.2,4,1.5,2,4,3.8,1.17,1.25
10005098,3.2,3,1.5,2, , ,1.75, 
10005099,4,4,1.5,2,3,2.4,2.83,2
10005100,2.8,4,1,2,3.25,3.2,2,1.5
10005101,2.8,4,1.25,2, , , , 
10005102,3.2,3.33,1,3,3.5,2.4,1.33,2
10005103,2.2,3,2.25,2,4,3.8,1.33,2
10005104,2.2,4,2,1.5,3.5,2.6,1.83,2.25
10005105,3,4,1.5,1.5,4,4,1,1
10005106, , , , , , , , 
10005107, , , , , , , , 
10005108, , , , , , , , 
10005109,2.8,4,2,2.5,3.5,3,2,2
10005110,3.6,3.67,1.25,2,4,4,1.33,1
10005111,3.6,3.67,1.25,1,3,2.8,2,1.25
10005112,2.8,2.67,1.25,2,3.75,3.8,1.5,1.5
10005113,3.8,2.67,1.25,1,3.75,4,1.83,1.5
10005114,2.6,3.33,2,4,2,2,2,2.25
10005115, , , , , , , , 
10005116,3,4,1.5,2,4,4,1,1.75
10005117, , , , ,3,2.75,1.33,1
10005118,3.4,3.67,1.25,1.5,3.25,3,1.5,1.75
10005119,3,3.33,1.5,2,2.5,2.6,2,1.75
10005120, , , , , , , , 
10005121,3.8,4,1.25,2,4,4,1.5,1
10005122,3.2,3.67,1.25,2,3.25,2.6,2,1
10005123, , , , , , , , 
10005124, , , , , ,1.8,1.83,1
10005125, , , , ,2.25,2.4,2.83,1.5
10005126, , , , ,3.25,4,1,1.75
10005127,3.2,4,1,1,2,2.4,2.67,1.5
10005128, , , , ,3.75,3.4,1.5,1
10005129, , , , , , , , 
10005130, , , , ,3.75,3.6,2.17,1.25
10005131, , , , ,2.5,2.8,2.67,1.25
10005132,3.6,4,1.25,1.5,3,2.6,1.67,1
10005133,3.2,4,1.25,2,3.75,3.6,1.67,1.75
10005134,2.8,3.67,1.25,1.5,3.5,3.2,1.5,1.67
10005135,2.8,4,1.25,2.5,3.5,4,1.17,1.75
10005136, , , , ,3.25,2.6,1.17,2
10005137,2.8,2.67,1.25,2,4,3.8,1.33,1
10005138, , , , ,3.25,3.4,2.5,1.5
10005139,3.4,3.67,1.25,1.5,4,3.8,1,1.25
10005140,1.6,3.33,1.75,3,3.5,2.8,1.67,1.75
10005141,4,4,1,1, ,2.75,2,2.25
10005142,3.6,4,1.5,2,3.5,3.8,1.33,1.33
10005143, , , , , , , , 
10005144, , , , ,4,4,1.17,1.25
10005145, , , , ,4,3.6,1.5,1
10005146, , , , ,3.5,3.4,1.5,1.25
10005147, , , , , , , , 
10005148,2.2,2,2,2.5,1.5,1.6,3.2,1.5
10005149, , , , , , , , 
10005150, , , , ,3.33,3.4,2,1.5
10005151,3.2,4,1.25,2,2.5,3,2.33,1.5
10005152,2.8,3.67,1.5,1,4,4,1.17,1
10005153,2.8,2,2,2.5,2.75,3.4,2,2
10005154,3.2,4,1.75,2,3.75,4,1.17,1
10005155, , , , ,3.33,2.5,1.83,1.75
10005156, , , , ,3.5,3,1,1
10005157,2.6,4,1.25,2, , , , 
10005158,3,3.67,1.25,2,3.5,2.6,2,1.25
10005159,3,3,2,1.5,2.5,2.8,2.67,1.75
10005160,3.2,4,1.25,1.5,3.25,2.2,1.67,1.5
10005161,3.6,3.33,1,1,3,3.4,1.83,1.25
10005162,3.2,3,1.25,1.5,3.75,3.4,1,1
10005163,2.8,3.67,1.25,1.5,3,3,1.67,1.25
10005164,2.8,4,2,2.5,3,2,1.33,1.5
10005165, , , , ,2.25,2.2,2.33,2.75
10005166,3.2,4,1,3,3.25,3.4,2,1.25
10005167,3,4,1.75,2,3.25,2.8,1.17,1.5
10005168,2.4,2,1.5,2.5,3.5,3,2.17,1.25
10005169,3.2,3,1.25,1.5,2.75,2.8,1.6,1
10005170,3.4,4,1,2,3,2.4,1.67,1.25
10005171,3.4,4,1.5,1.5,2.5,2.8,2.33,2.5
10005172,2.8,3.67,1,1.5,2,1.8,4,3.25
10005173,1.6,2.33,2.25,2,3,3,2.83,1.75
10005174,2.6,3,1.75,2.5, , , , 
10005175,2.6,3.33,1.75,3.5,3.75,3.4,1.33,1
10005176,3.4,4,1,2,2.75,2.8,2,1
10005177, , , , ,2.25,3.25,2.33,1.25
10005178,2.8,3,1.5,2.5,2,2,2.5,2.25
10005179,3.4,4,1.5,2.5,3.75,4,2.17,1.25
10005180, , , , ,3,1.6,1.17,2.5
10005181,3.6,4,1,1,2.25,3.4,2,2.25
10005182,2.6,4,1.25,3.5,3.75,3.8,3.33,1
10005183,3.2,3.33,1,1, , , , 
10005184,3.2,3.67,1.5,2.5, , , , 
10005185,2.8,3.67,1.25,1,3.5,3.4,1,2.5
10005186, , , , , , , , 
10005187,3.4,4,1.25,1.5,4,3.8,1.17,1
10005188, , , , , , , , 
10005189,3.2,3.67,2.25,1.5,4,3.8,1,1.75
10005190,2.8,4,1.75,1,2.33,2.4,2.17,1
10005191,2.6,3.33,1,2.5, , , , 
10005192,2.8,4,2.25,4,3.25,2.6,2.5,1.75
10005193, , , , , , , , 
10005194, , , , , , , , 
10005195,2.8,3.33,1,2, , , , 
10005196,3.8,4,1.25, ,3.25,3.8,1.33,1.5
10005197,2.8,4,1.75,3,2.33, ,1.33,1.25
10005198,3.6,3.67,1.25,2,3.25,3.4,1.67,1.25
10005199,3.4,4,1.25,1,3.5,2.8,1.33,1.25
10005200,3.2,4,1.5,2,3.75,4,3.17,1
10005201, , , , , , , , 
10005202, , , , , , , , 
10005203,3.2,3.67,1.5,2,2.33,2.4,2.17,2
10005204,3.4,2,1,1, , , , 
10005205,2.6,2.67,2,1,4,3.4,1,1.25
10005206,2.8,3.33,1.25,1,3.25,3.2,1.83,2.5
10005207,3.2,3.67,1.5,2,3.5,3,1.83,1.75
10005208,2.6,2,2,3, , , , 
10005209,3.4,4,1,1,3.5,2.6,1.17,1
10005210,2.8,3.33,1,1.5,2.25,2,2,2
10005211,2.4,3,1.5,2.5,3.25,2.2,2.33,1.75
10005212,3.2,3.33,1.25,1.5,3.33,3.4,1.17,1
10005213,2.6,4,2,2,3.5,3.6,1.33,1.25
10005214,3,2.67,1.75,1.5,3.25,2.8,1.5,1.75
10005215,3,4,1.25,1.5,3.75,4,1,1.25
10005216, , , , , , , , 
10005217, , , , ,2.75,2,2.2,1.33
10005218,2,2.67,1.5,1.5, , , , 
10005219,3.8,3.67,2.25,1,4,3.8,1.33,1.75
10005220, , , , , , , , 
10005221, , , , ,3.75,3.2,1.67,1.25
10005222,3,3.67,1.25,1.5,3.5,3,1.33,1
10005223,3.8,2.67,1.5,1,4,3,1.17,1.75
10005224, , , , , , , , 
10005225,2.6,3.33,2.25,2.5,1.75,2,2.5,2.25
10005226,4,4,1.25,1,4,4,1,1.5
10005227,3,4,1.25,2,2.5,2.6,2,1.5
10005228, , , , ,3.75,4,1,2
10005229,1.6,2.67,2.25,3.5,3.25,3.2,1.33,2
10005230, , , , , , , , 
10005231, , , , , , , , 
10005232, , , , , , , , 
10005233, , , , ,4,3.6,1.67,1
10005234,2.8,4,1,2,3.75,4,2,1
10005235, , , , , , , , 
10005236, , , , , , , , 
10005237, , , , , , , , 
10005238, , , , ,2.75,2.2,1.17,1.25
10005239, , , , , , , , 
10005240,3.4,2,1,1,3.5,2.8,1.5,2
10005241, , , , ,4,4,1.5,1
10005242,1,2,2,4, , , , 
10005243,3.6,3,1.25,2,4,3.8,1.17,1
10005244, , , , , , , , 
10005245,3.2,3.33,1.5,2,3,4,1.17,1
10005246, , , , ,3,3,1.67,1
10005247, , , , , , , , 
10005248, , , , , , , , 
10005249, , , , ,2.25,2,2.5,2.33
10005250, , , , ,4,4,1,1
10005251,3.4,3.67,1.25,2,4,3.8,1.17,1
10005252, , , , , , , , 
10005253,3.4,3,1.25,2,4,4,3.67,4
10005254, , , , , , , , 
10005255, , , , ,4,3.6,1.17,1.75
10005256,3.2,3.67,1.5,2,3.25,2.8,1.33,2
10005257,3.2,3.67,1.5,1.5,4,4,1.17,1.25
10005258,2.8,3,1.25,1.5,3.25,3,1.5,1.5
10005259, , , , , , , , 
10005260,2.6,3,2,2,2.5,2,1.5,2.25
10005261, , , , ,3,2.4,2.5,3.5
10005262,2.8,3,1.25,1,3.75,3.6,1.17,1.25
10005263,3.2,3.67,2.25,1,3.25,3.8,1.5,1.25
10005264, , , , , , , , 
10005265, , , , , , , , 
10005266, , , , ,2.67,2.4,1.67,2.25
10005267, , , , ,3.25,3.4,1.33,1
10005268,2.8,3.33,1.25,2,3.75,3.8,1.83,1.75
10005269,2.8,4,1,1,4,3.6,1.17,1.25
10005270,2.4,4,1.25,3.5,2.75,3,2.17,1.25
10005271, , , , ,4,4,1.17,1
10005272,2.6,4,1.5,2,3.25,3,1.5,2
10005273,2.4,3.67,1.75,2.5,2.25,2.4,2.5,1.25
10005274,2.8,4,1,2,4,3.6,1,1.25
10005275, , , , ,2.25,2.4,2.83,2.25
10005276,2.8,2.67,2,2,3,1.75,1.33,1.25
10005277, , , , ,3.25,3.2,1.67,2.5
10005278,3.2,4,1,2,3,2.6,1.83,1.5
10005279,3.6,2,1.25,2.5,2.5,2.75,2,2
10005280, , , , ,2.5,1.75,2.17,2.25
10005281,2.6,4,1.5,2,3.75,3.4,1.5,1
10005282,2.8,3.33,1.5,1.5,4,4,1,1
10005283, , , , , , , , 
10005284,3.2,4,1.25,2.5,3,3,2,1.25
10005285,2.8,3.67,1,1.5,2.75,2.2,1.6,1
10005286,1.4,2.33,1.75,3.5, , , , 
10005287,3.2,4,1.5,2,3.25,3,1.17,3.25
10005288,2.8,4,1.25,3,3,3,2,1.25
10005289, , , , , , , , 
10005290,3.2,3.67,1.25,2.5,2.75,2.8,2,2
10005291,3,3.67,2,2,3.75,3.8,2,1.75
10005292,3.4,4,2,1.5,4,4,1,1.25
10005293,3,4,1.5,3,4,4,1.17,1
10005294, , , , , , , , 
10005295,3.4,3.67,1.5,2,3.5,3.8,2.5,1
10005296,3,4,1.5,2, , , , 
10005297,3,4,1.25,2.5,4,3.4,1,1.25
10005298,2.8,3,1.25,2, , , , 
10005299,3.6,3.67,1.5,1.5,3,3.4,2.17,1.75
10005300,3.6,3.67,1.25,2,4,3.6,1.17,1
10005301,3.2,3.33,1.75,2.5,3.5,3.6,1.17,1
10005302,2.8,2.33,1,2, , , , 
10005303, , , , ,2,2.4,2.17,1.25
10005304, , , , , , , , 
10005305,3.6,3.33,1.25,1,4,3.8,2,1
10005306,3,4,1.75,2,3.5,3.6,1.67,2.25
10005307,3,3,1.5,2,3.75,3.6,1.33,1.25
10005308,2.8,4,1.5,2, , , , 
10005309, , , , ,2,2,2.83,1.5
10005310,3.2,3.33,2,1.5,3.25,3.4,1.67,1.5
10005311,2.2,3.33,1.5,1.5, , , , 
10005312, , , , ,3.25,3.2,1.5,1
10005313,1.8,4,1.5,3,3,3,1.83,2.25
10005314,3,4,2,2, , , , 
10005315,2.8,3.33,1.25,1.5,3.67,3.6,1.33,1.25
10005316,2.6,3.33,2.25,2,1.25,1.6,3.5,2.5
10005317, , , , , , , , 
10005318, , , , , , , , 
10005319,2.8,3,2.5,3,3,3.5,1.67,1.25
10005320,2.6,3,1.5,1,3.67, ,1.67,1
10005321, , , , , , , , 
10005322,2.6,4,2,2,3.75,3.6,2.17,1.25
10005323,3.4,3.67,1,1.5,3.25,2.8,1.67,1.25
10005324,2.8,2,1.75,2, ,2.8,1,2
10005325, , , , , , , , 
10005326, , , , ,3.25,3.8,2.33,1.25
10005327,3.2,3.33,1.75,2.5,3.25,3,1.67,1.75
10005328, , , , ,2.25,2.2,2,2.25
10005329, , , , ,3,3.2,1.83,1.25
10005330,3,3.33,1.75,2,3.25,3.2,2.5,1.5
10005331,3.2,4,1.25,2,4,4,1.17,1
10005332,3,3.67,1.25,1,4,3.8,1,1
10005333, , , , ,2, , ,3
10005334,3.2,3,1.75,1.5,4,4,1,1
10005335,3.4,2.67,1.25,2,3,3.2,2,2
10005336,3,3,1.25,1.5,4,4,1.5,1.25
10005337, , , , ,2.75,3,1.67,1.75
10005338,4,3.67,1,1,3,2.4,1.33,2
10005339,3,2,1.75,1.5,3,2.8,1.5,1.25
10005340,3,3.67,1.5,2,3,3.2,1.5,2
10005341, , , , , , , , 
10005342, , , , , , , , 
10005343, , , , , , , , 
10005344,3,3.33,1.5,1.5,2,1.8,2.5,2
10005345, , , , , , , , 
10005346,3,4,1.25,2,3.5,3.8,2.5,1.75
10005347,3.4,4,1.25,2,4,4,1.17,1.25
10005348,3,4,1.5,2, , , , 
10005349, , , , , , , , 
10005350, , , , , , , , 
10005351,2.8,2,1,2,2,2.6,3.33,1.25
10005352,3,2.33,1,3,2.25,2,2.83,2
10005353,3,4,1.25,1.5,3.75,3.2,1.33,3
10005354, , , , , , , , 
10005355,2.2,4,2,2.5,3.5,3.4,1.5,1.25
10005356,3,4,1.5,1,2.67,2.5,2,1
10005357,2,2.33,2.25,3,3.25,1.8,2,1.25
10005358,3,3.67,1,2,4,4,1.17,1
10005359, , , , , , , , 
10005360,2.8,2.67,1.25,2,4,4,1,1.25
10005361,2.4,4,1.5,3,2.75,2.5,2,1.25
10005362, , , , ,3.75,3.4,1.67,1.25
10005363, , , , , , , , 
10005364,2.4,3.33,1.25,1.5,3.5,2.4,1.83,1
10005365,2.8,3.33,1.25,1,4,3.2,1.33,1.5
10005366, , , , ,2,2,2.5,2
10005367,2.6,3.33,1.5,3,3.25,2.8,1.17,1.75
10005368,3,4,1.5,2.5,2.75,2.8,2,1.5
10005369,3,3.67,2.5,1.5, , ,1, 
10005370,2.8,3.33,1.25,1.5, , , , 
10005371,3.4,3.33,1.25,2,3.75,3.8,1.5,1
10005372,3,3.67,1.75,1.5,3,3.6,1.17,1.75
10005373,2.8,2.67,1.5,2.5,4,3.8,1.17,1.5
10005374, , , , ,1.75,2.2,2,1
10005375,3.2,3,1.25,2.5, , , , 
10005376,2.6,3,2,2.5,2.25,2,3,2.25
10005377,3,3.33,1.25,2,3.25,3,1.67,2
10005378, , , , ,4,4,1,1.25
10005379,3,3.67,1.5,2.5,3.67, ,1,1
10005380,3.6,3.33,1.5,1,3.25,2.8,1.33,1.25
10005381,3,3.33,1.25,1.5, , , , 
10005382,3,2.67,2.25,2,3.5,3.2,1.5,2
10005383, , , , , , , , 
10005384,3,3.67,2,1.5,4,3.6,1.17,1.5
10005385,3.6,4,1.75,2, , , , 
10005386, , , , , , , , 
10005387,2.6,4,1.25,2.5,3.25,3,1.17,1.25
10005388,3.2,3.33,1.5,1.5,4,4,1.17,1
10005389, , , , ,3.5,3.4,1.17,2
10005390,2.6,3.67,1.25,2,3,3.2,1.83,2
10005391,3,4,1.25,1.5, , , , 
10005392,3.4,4,1.25,2.5,3.25,3.4,1.5,1.75
10005393,3,3.67,1.5,3,3.5,3.4,1.67,2
10005394,3.6,4,1.25,2,3.25,3.2,1.83,1.25
10005395, , , , ,3.5,3,1.5,2
10005396,3.4,3.33,1.75,2,4,4,1.17,1.5
10005397,3,3,1,2,3.33,3.2,1.33,1.75
10005398,1.6,4,1.5,1,2.5,2.4,1.83,1
10005399, , , , ,3,3,1.83,1
10005400, , , , , , , , 
10005401,3.4,3.33,1,1,3.75,2.8,1.17,1.25
10005402,3,3.33,1.75,1.5,3.25,3.2,2.5,1.75
10005403, , , , , , , , 
10005404,3,3,1.25,2,3.25,3,1.33,1.25
10005405,3.8,4,2,1.5, , , , 
10005406,2.8,4,1.25,1.5,3.75,3.6,1,1.25
10005407,3,4,1.25,2,3.75,3,1.5,2
10005408,3,3,1.5,2.5,2.5,2.8,3.67,1.75
10005409,2.8,3,1.25,1,3.25,2.4,1,1
10005410, , , , ,2.25,3,2,2
10005411,3.8,4,1,2,3.5,4,1.5,1.25
10005412, , , , ,3.25,2.8,1,1.25
10005413,3.6,4,1.75, ,3.25,3,1,2
10005414, , , , , , , , 
10005415,2,4,1,3,3,2,1.83,1.75
10005416, , , , ,2,1.6,2.67,1.5
10005417,2.8,3,1.75,2,2,2,2,1.25
10005418,3,3.33,1.5,2,3.5,3.2,1.17,1
10005419,3.2,3,1,1.5,2.25,2.2,3,2
10005420,3.2,4,1.75,2,2.25,2,3,2.5
10005421,3.2,3.67,1.25,2,4,4,1.5,2
10005422, , , , , , , , 
10005423,2.6,4,2,3,3.75,3.4,1.5,1.25
10005424, , , , ,2,2.2,2.17,2
10005425,3.4,2,1,1,3,3,1.5,1.5
10005426, , , , ,4,4,1,1
10005427,2.8,2.67,1.75,1,4,4,1.17,1.25
10005428,3.2,4,1.25,1.5,2.75,3.4,1.83,1.75
10005429, , , , ,3,3.2,2,1.5
10005430,3.4,4,1,2.5,3.75,3.6,1.33,1.25
10005431,2.8,4,1.25,1.5,3.25,3.6,1.5,1.75
10005432, , , , , , , , 
10005433,3.2,4,2,3.5,2.25,2.6,3.33,2.25
10005434, , , , , , , , 
10005435,2.6,2.67,1.25,2.5,3.25,2.8,1.5,1.25
10005436, , , , ,3.25,3.2,1.17,1.75
10005437,3,2.67,1.25, ,3.5,3.2,1.67,1.25
10005438, , , , ,3,3,1.83,1.25
10005439,2.4,3.33,2.5,3,2.25,2.2,2.67,1.25
10005440,2.6,4,1.75,2,4,3.6,1.17,1.25
10005441,3.8,3.33,1.75,2,3.75,3.8,1,1.25
10005442,2.4,2.67,1.75,3.5,2.75,3,1.67,1.25
10005443,3,4,1.25,2,2.25,2.8,2.67,1.75
10005444,3,3,1.25,1,3.75,3.6,1.5,1
10005445, , , , , , , , 
10005446,3,4,1.5,2,2.75,2.6,2.67,1.75
10005447,3,2,1.75,1, , , , 
10005448, , , , ,3,2.6,1.83,1.25
10005449,3.6,2.67,2,1,3,3.4,1.33,3.25
10005450, , , , , , , , 
10005451,1.2,2.67,2.25,3, , , , 
10005452,3.8,3,1,1.5, ,3,1.17,2.33
10005453, , , , , , , , 
10005454, , , , ,3.5,3,1.5,1.75
10005455, , , , ,2.75,2.8,1.17,1
10005456, , , , ,3.75,3.8,1.33,1.5
10005457,2.8,3.67,2,2,3.75,3.8,1.83,2.25
10005458,2.4,3.33,1.25,2,3.5,3,1.17,2.75
10005459,3.8,3.67,1,1,4,3.4,1.17,2
10005460,3.4,3.33,1,1, , , , 
10005461,3.4,4,1,2,3.75,4,1,1.5
10005462, , , , ,2.75,2.25,2.83,1.5
10005463,3.2,4,1,2,3.67,3.4,1.5,1.25
10005464, , , , , , ,1.5,2.33
10005465,2.6,3.33,1.25,2,2.75,2.4,1.5,2
10005466, , , , , , , , 
10005467,1.4,3.67,1.75,2,3,3.2,2.17,1
10005468,3,4,1,1.5,3.25, ,1.17,3
10005469, , , , ,3.25,3.6,1.33,1.25
10005470, , , , , , , , 
10005471,2,1.67,1.75,2,3.5,3.4,1,1
10005472,2.8,3,1.5,1,2.25,2.2,2.33,1.75
10005473,2.8,4,2,2,2.25,2.6,2.5,1
10005474, , , , , , , , 
10005475,3.4,3.33,1.25,1,3.25,3.4,1.5,1.25
10005476,2.8,3.67,2,3,2.75,3.4,3.17,1.75
10005477,3.4,4,1,1,3,2.6,2.5,2
10005478,3.6,4,1.25,2,3.25,3,2.33,1.75
10005479,3.4,3.67,1.25,1,3.5,3.2,1,1.75
10005480,3.4,3.67,1.75,1.5,3.75,3.4,1.83,1
10005481,1.6,4,2.25,4,2.25,1.8,3.67,1.5
10005482,3.2,4,1.25,1,4,4,1.33,1.5
10005483,2.2,3.33,1,1,3.5,3.6,1,1
10005484, , , , , , , , 
10005485, , , , , , , , 
10005486,2.8,3.33,1.5,1.5,3.75,3.6,1.5,1.25
10005487,2,3.67,2.5,2.5,4,3.8,1.17,1.5
10005488, , , , , , , , 
10005489,2.4,2.67,1.25,1.5,4,3.8,1,1.25
10005490, , , , ,2,3.2,1.83,4
10005491,3,3.67,1.25,1.5,3,3.2,2,1.75
10005492,2.4,3.33,1.25,2.5,2.75,2.2,2.17,1.75
10005493,2.6,3,1.75,2,3.25,2.6,2.67,2
10005494, , , , , , , , 
10005495,2.4,4,1.25,4, , , , 
10005496,3.2,4,1.5,1.5, , , , 
10005497,3.2,3.67,1,2,2.5,2.4,2.33,1.5
10005498,2.8,2,1.75,2,2.5,2.5,1.83,1.75
10005499,2.8,3.67,1.25,1,4,4,1.67,1.25
10005500, , , , , , , , 
10005501,2.6,2.67,1.25,2, , , , 
10005502,3,3.67,1.5,1.5,2,2.2,2.5,2
10005503,3.4,2.33,2.25,2.5,3.5,3.4,1.17,1.25
10005504, , , , , , , , 
10005505,2.6,2,1.75,2,3.5,3.2,1.67,1.75
10005506, , , , ,2.75,3,2,1.25
10005507, , , , ,3.5,3,1.17,1.5
10005508,3.2,4,1.5,3,2,2,2.5,2
10005509,2.8,3,1.25,1.5, , , , 
10005510,3.8,3.33,1.25,1.5,4,4,1.5,1
10005511, , , , , , , , 
10005512,3,3.33,1.25,2,2,1.8,2.5,1.75
10005513,2.6,3,1.25,1,3.67,3,1,1.75
10005514,2.8,3,1.25,3,3.67,3.8,1,1.5
10005515, , , , ,4,4,1,1
10005516,2.6,3.33,1.75,2,4,3.4,1.33,1.25
10005517,3,4,1.5,2,3.5,3.2,1.67,1.25
10005518,3,3.67,1,1,2.5,3,1.33,1
10005519,3,4,1,1, , , , 
10005520,2.8,4,1.25,2, , , , 
10005521,2.2,4,1.75,1, , , , 
10005522, , , , , , , , 
10005523,3,4,1.5,3,4,3.8,1.17,1.25
10005524,3,4,2.5,3, , , , 
10005525,3.6,4,1,1,3.33,2.8,1.5,1.5
10005526,3,3.33,1.25,1,3.75,4,1.17,1.33
10005527,2.4,2.67,1.75,2,3.5,3.8,1.67,1.25
10005528,3,4,1.25,1.5,3.25,4,1.67,1.25
10005529, , , , ,2.75,2.4,2.5,2
10005530,2.8,3.33,1,1.5,2.75,3,1.83,1.75
10005531, , , , ,2.25,1.75,2.67, 
10005532,3,3.67,1.5,3,3.25,3.2,2.67,2
10005533,3.6,3,1.25,1.5,2.5,1.8,2,2
10005534, , , , ,3.75,3.2,1.5,1.25
10005535,3,4,1.5,1, , , , 
10005536, , , , , , , , 
10005537,3,2.33,1.25,4, , , , 
10005538, , , , ,4,4,1,1
10005539,3.2,4,1.75,2,3.75,4,1.5,1.75
10005540, , , , ,2.25,2.2,2.5,1
10005541,3.4,3.67,1.25,1,1.75,1.8,3.17,3
10005542,3.2,3,1.25,1.5,3.25,3.2,1.17,2
10005543,3.2,4,1.25,1, , , , 
10005544, , , , , , , , 
10005545,3.2,4,1.25,2,3.5,3.6,1,1.25
10005546,3,4,1.5,2, , , , 
10005547,2.4,3.33,2.5,2.5,3.75,3.8,1.67,1.5
10005548,3.2,4,1.5,1.5,3.25,3.4,1.5,1.25
10005549,2.2,3,2.25,3.5, , , , 
10005550,3.2,3,1.5,2,4,4,2.67,1.75
10005551,2.6,3.33,1.5,2.5, , , , 
10005552,3.2,3,1.25,1,3,3.2,1.33,2.25
10005553,3.6,4,1,1, , , , 
10005554,3.6,3.67,1,1.5,4,4,1,1
10005555,2.2,2.67,1.75,2.5,2,2,2.67,1.75
10005556,3.4,4,1.25,1,3.5,3.2,1.67,1.5
10005557,2.6,3.67,1.25,1.5,2,2.2,2.17,1.25
10005558,3.2,4,1.5,1.5,3.25,3.4,1.83,1.25
10005559,2.4,3.33,1.75,3,2,2,2.83,1.75
10005560, , , , ,2.67,2.8,1.8,1.5
10005561,2.8,3.33,1,1,3.5,2.6,2,1.75
10005562,3.4,4,1.25,1.5,3,2.8,2,1.75
10005563,3.2,3.33,1,1.5,1.75,2,3.5,1.75
10005564, , , , , , , , 
10005565,3,4,1.75,2,2,3,2.67,1.75
10005566,2.8,3,1.5,2,3.75,3.8,1,1.75
10005567,2,3.33,2,1.5,4,4,1.5,1.5
10005568, , , , , , , , 
10005569,3,3.33,2,2.5,3.25,3.2,2,1.75
10005570,2.4,4,2,2.5,3.25,3.6,2.5,1.25
10005571,3.2,3,2,2,2.25,2.2,2.5,1.5
10005572,3.4,4,1.25,1,3.25,4,1,1.25
10005573, , , , ,3.25,2.8,1.67,1.75
10005574,2.8,3.67,1.75,2,4,4,1.17,1
10005575,1.2,4,2.25, ,3.5,4,1.5,1.5
10005576,3,4,1.5,2,2.5,2.2,2.5,2
10005577,3,3,1.25,1,3.5,3.6,1.17,1
10005578,3.6,3.67,1,1,3.75,3.6,1.17,1
10005579,3.4,3.67,1.5,1,3,3.2,1.67,1
10005580,2.6,4,1.25,4, , , , 
10005581,3,3.33,1.75,2.5,2,2,2.33,2.25
10005582,3.6,3,1,1.5,3.67,3,1,1
10005583, , , , , , , , 
10005584,3,3.67,1.5,2,2.25,2.2,2.83,2
10005585, , , , ,3.67,2.6,1.5,1.5
10005586,1.6,3.67,1.5,2.5,2.5,2.4,2.67,1
10005587, , , , , , , , 
10005588,2.8,3.33,1.5,3, , , , 
10005589,3.8,4,1,2,3,2.8,1.33,1.5
10005590, , , , , , , , 
10005591, , , , , , , , 
10005592, , , , , , , , 
10005593, , , , , , , , 
10005594, , , , ,1.75,1.8,3.5,2
10005595,3,2.33,1.25,2.5, , , , 
